A00;Kolera
V43.30;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, limuzina (sedan)
V43.31;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, terenski štirikolesnik
V43.32;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, štirikolesno motorno vozilo
V43.33;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, potniški kombi
V43.38;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, drug opredeljen avtomobil
V43.39;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, neopredeljen avtomobil
V43.4;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba, poškodovana med vstopanjem ali izstopanjem
V43.40;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba, poškodovana med vstopanjem ali izstopanjem, limuzina (sedan)
V43.41;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba, poškodovana med vstopanjem ali izstopanjem, terenski štirikolesnik
V43.42;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba, poškodovana med vstopanjem ali izstopanjem, štirikolesno motorno vozilo
V43.43;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba, poškodovana med vstopanjem ali izstopanjem, potniški kombi
V43.48;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba, poškodovana med vstopanjem ali izstopanjem, drug opredeljen avtomobil
V43.49;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba, poškodovana med vstopanjem ali izstopanjem, neopredeljen avtomobil
V43.5;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, voznik, poškodovan v prometni nezgodi
V43.50;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, voznik, poškodovan v prometni nezgodi, limuzina (sedan)
V43.51;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, voznik, poškodovan v prometni nezgodi, terenski štirikolesnik
V43.52;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, voznik, poškodovan v prometni nezgodi, štirikolesno motorno vozilo
V43.53;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, voznik, poškodovan v prometni nezgodi, potniški kombi
V43.58;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, voznik, poškodovan v prometni nezgodi, drug opredeljen avtomobil
V43.59;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, voznik, poškodovan v prometni nezgodi, neopredeljen avtomobil
V43.6;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, potnik, poškodovan v prometni nezgodi
V43.60;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, potnik, poškodovan v prometni nezgodi, limuzina (sedan)
V43.61;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, potnik, poškodovan v prometni nezgodi, terenski štirikolesnik
V43.62;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, potnik, poškodovan v prometni nezgodi, štirikolesno motorno vozilo
V43.63;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, potnik, poškodovan v prometni nezgodi, potniški kombi
V43.68;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, potnik, poškodovan v prometni nezgodi, drug opredeljen avtomobil
V43.69;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, potnik, poškodovan v prometni nezgodi, neopredeljen avtomobil
V43.7;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi
V43.70;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, limuzina (sedan)
V43.71;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, terenski štirikolesnik
V43.72;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, štirikolesno motorno vozilo
V43.73;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, potniški kombi
V43.78;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, drug opredeljen avtomobil
V43.79;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, neopredeljen avtomobil
V43.9;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v prometni nezgodi
V43.90;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v prometni nezgodi, limuzina (sedan)
V43.91;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v prometni nezgodi, terenski štirikolesnik
V43.92;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v prometni nezgodi, štirikolesno motorno vozilo
V43.93;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v prometni nezgodi, potniški kombi
V43.98;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v prometni nezgodi, drug opredeljen avtomobil
V43.99;Oseba v avtomobilu, poškodovana pri trèenju z avtomobilom, s poltovornjakom ali kombijem, neopredeljena oseba v avtomobilu, poškodovana v prometni nezgodi, neopredeljen avtomobil
V44;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom
V44.0;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v neprometni nezgodi
V44.00;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v neprometni nezgodi, limuzina (sedan)
V44.01;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v neprometni nezgodi, terenski štirikolesnik
V44.02;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v neprometni nezgodi, štirikolesno motorno vozilo
V44.03;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v neprometni nezgodi, potniški kombi
V44.08;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v neprometni nezgodi, drug opredeljen avtomobil
V44.09;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v neprometni nezgodi, neopredeljen avtomobil
V44.1;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v neprometni nezgodi
V44.10;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v neprometni nezgodi, limuzina (sedan)
V44.11;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v neprometni nezgodi, terenski štirikolesnik
V44.12;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v neprometni nezgodi, štirikolesno motorno vozilo
V44.13;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v neprometni nezgodi, potniški kombi
V44.18;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v neprometni nezgodi, drug opredeljen avtomobil
V44.19;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v neprometni nezgodi, neopredeljen avtomobil
V44.2;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v neprometni nezgodi
V44.20;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v neprometni nezgodi, limuzina (sedan)
V44.21;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v neprometni nezgodi, terenski štirikolesnik
V44.22;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v neprometni nezgodi, štirikolesno motorno vozilo
V44.23;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v neprometni nezgodi, potniški kombi
V44.28;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v neprometni nezgodi, drug opredeljen avtomobil
V44.29;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v neprometni nezgodi, neopredeljen avtomobil
V44.3;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi
V44.30;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, limuzina (sedan)
V44.31;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, terenski štirikolesnik
V44.32;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, štirikolesno motorno vozilo
V44.33;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, potniški kombi
V44.38;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, drug opredeljen avtomobil
V44.39;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, neopredeljena oseba v avtomobilu, poškodovana v neprometni nezgodi, neopredeljen avtomobil
V44.4;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba, poškodovana med vstopanjem ali izstopanjem
V44.40;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba, poškodovana med vstopanjem ali izstopanjem, limuzina (sedan)
V44.41;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba, poškodovana med vstopanjem ali izstopanjem, terenski štirikolesnik
V44.42;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba, poškodovana med vstopanjem ali izstopanjem, štirikolesno motorno vozilo
V44.43;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba, poškodovana med vstopanjem ali izstopanjem, potniški kombi
V44.48;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba, poškodovana med vstopanjem ali izstopanjem, drug opredeljen avtomobil
V44.49;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba, poškodovana med vstopanjem ali izstopanjem, neopredeljen avtomobil
V44.5;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v prometni nezgodi
V44.50;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v prometni nezgodi, limuzina (sedan)
V44.51;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v prometni nezgodi, terenski štirikolesnik
V44.52;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v prometni nezgodi, štirikolesno motorno vozilo
V44.53;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v prometni nezgodi, potniški kombi
V44.58;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v prometni nezgodi, drug opredeljen avtomobil
V44.59;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, voznik, poškodovan v prometni nezgodi, neopredeljen avtomobil
V44.6;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v prometni nezgodi
V44.60;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v prometni nezgodi, limuzina (sedan)
V44.61;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v prometni nezgodi, terenski štirikolesnik
V44.62;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v prometni nezgodi, štirikolesno motorno vozilo
V44.63;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v prometni nezgodi, potniški kombi
V44.68;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v prometni nezgodi, drug opredeljen avtomobil
V44.69;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, potnik, poškodovan v prometni nezgodi, neopredeljen avtomobil
V44.7;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi
V44.70;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, limuzina (sedan)
V44.71;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, terenski štirikolesnik
V44.72;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, štirikolesno motorno vozilo
V44.73;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, potniški kombi
V44.78;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, drug opredeljen avtomobil
V44.79;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, oseba na zunanji strani avtomobila, poškodovana v prometni nezgodi, neopredeljen avtomobil
V44.9;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, neopredeljena oseba v avtomobilu, poškodovana v prometni nezgodi
V44.90;Oseba v avtomobilu, poškodovana pri trèenju s težkim transportnim vozilom ali z avtobusom, neopredeljena oseba v avtomobilu, poškodovana v prometni nezgodi, limuzina (sedan)
